Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS40BL-1-67-IVSD-TR"
1148,"559"
1149,"586"
1150,"537"
1151,"483"
1152,"526"
1153,"475"
1154,"490"
1155,"453"
1156,"435"
1157,"415"
1158,"372"
1159,"361"
1160,"394"
1161,"404"
1162,"348"
1163,"401"
1164,"421"
1165,"418"
1166,"467"
1167,"443"
1168,"447"
1169,"417"
1170,"432"
1171,"414"
1172,"429"
1173,"395"
1174,"404"
1175,"358"
1176,"367"
1177,"355"
1178,"361"
1179,"359"
1180,"329"
1181,"395"
1182,"388"
1183,"353"
1184,"357"
1185,"396"
1186,"366"
1187,"393"
1188,"389"
1189,"359"
1190,"393"
1191,"381"
1192,"390"
1193,"395"
1194,"408"
1195,"434"
1196,"378"
1197,"422"
1198,"447"
1199,"418"
1200,"474"
1201,"426"
1202,"444"
1203,"463"
1204,"444"
1205,"433"
1206,"428"
1207,"388"
1208,"400"
1209,"393"
1210,"344"
1211,"359"
1212,"407"
1213,"378"
1214,"337"
1215,"362"
1216,"398"
1217,"377"
1218,"331"
1219,"368"
1220,"356"
1221,"347"
1222,"346"
1223,"371"
1224,"340"
1225,"404"
1226,"348"
1227,"339"
1228,"401"
1229,"378"
1230,"356"
1231,"352"
1232,"324"
1233,"364"
1234,"373"
1235,"339"
1236,"377"
1237,"359"
1238,"352"
1239,"360"
1240,"332"
1241,"325"
1242,"336"
1243,"363"
1244,"327"
1245,"349"
1246,"367"
1247,"328"
1248,"318"
1249,"327"
1250,"319"
1251,"326"
1252,"344"
1253,"347"
1254,"339"
1255,"359"
1256,"356"
1257,"324"
1258,"335"
1259,"371"
1260,"391"
1261,"327"
1262,"337"
1263,"361"
1264,"359"
1265,"352"
1266,"364"
1267,"356"
1268,"318"
1269,"336"
1270,"353"
1271,"360"
1272,"344"
1273,"317"
1274,"321"
1275,"358"
1276,"339"
1277,"369"
1278,"298"
1279,"323"
1280,"374"
1281,"341"
1282,"360"
1283,"354"
1284,"331"
1285,"332"
1286,"321"
1287,"304"
1288,"321"
1289,"341"
1290,"317"
1291,"334"
1292,"362"
1293,"322"
1294,"336"
1295,"325"
1296,"318"
1297,"361"
1298,"304"
1299,"315"
1300,"336"
1301,"345"
1302,"290"
1303,"343"
1304,"295"
1305,"288"
1306,"294"
1307,"308"
1308,"310"
1309,"352"
1310,"301"
1311,"304"
1312,"313"
1313,"330"
1314,"300"
1315,"314"
1316,"318"
1317,"283"
1318,"285"
1319,"297"
1320,"315"
1321,"324"
1322,"301"
1323,"308"
1324,"318"
1325,"320"
1326,"332"
1327,"309"
1328,"337"
1329,"280"
1330,"314"
1331,"289"
1332,"319"
1333,"341"
1334,"293"
1335,"286"
1336,"302"
1337,"302"
1338,"293"
1339,"315"
1340,"306"
1341,"329"
1342,"288"
1343,"279"
1344,"269"
1345,"337"
1346,"271"
1347,"315"
1348,"284"
1349,"279"
1350,"294"
1351,"287"
1352,"307"
1353,"272"
1354,"292"
1355,"307"
1356,"298"
1357,"319"
1358,"305"
1359,"308"
1360,"292"
1361,"295"
1362,"294"
1363,"275"
1364,"276"
1365,"307"
1366,"316"
1367,"265"
1368,"307"
1369,"304"
1370,"289"
1371,"290"
1372,"274"
1373,"300"
1374,"309"
1375,"281"
1376,"281"
1377,"250"
1378,"269"
1379,"289"
1380,"299"
1381,"281"
1382,"293"
1383,"269"
1384,"315"
1385,"270"
1386,"274"
1387,"247"
1388,"281"
1389,"266"
1390,"265"
1391,"269"
1392,"261"
1393,"299"
1394,"269"
1395,"257"
1396,"303"
1397,"292"
1398,"266"
1399,"258"
1400,"254"
1401,"278"
1402,"253"
1403,"259"
1404,"289"
1405,"243"
1406,"248"
1407,"258"
1408,"252"
1409,"272"
1410,"279"
1411,"284"
1412,"247"
1413,"249"
1414,"246"
1415,"269"
1416,"253"
1417,"231"
1418,"258"
1419,"282"
1420,"261"
1421,"271"
1422,"269"
1423,"251"
1424,"255"
1425,"242"
1426,"294"
1427,"263"
1428,"256"
1429,"237"
1430,"257"
1431,"269"
1432,"281"
1433,"258"
1434,"229"
1435,"245"
1436,"246"
1437,"250"
1438,"212"
1439,"274"
1440,"241"
1441,"247"
1442,"209"
1443,"240"
1444,"227"
1445,"224"
1446,"225"
1447,"217"
1448,"247"
1449,"209"
1450,"236"
1451,"235"
1452,"282"
1453,"235"
1454,"247"
1455,"246"
1456,"210"
1457,"222"
1458,"248"
1459,"259"
1460,"208"
1461,"239"
1462,"244"
1463,"221"
1464,"226"
1465,"249"
1466,"198"
1467,"228"
1468,"226"
1469,"235"
1470,"231"
1471,"230"
1472,"226"
1473,"228"
1474,"206"
1475,"227"
1476,"200"
1477,"222"
1478,"212"
1479,"206"
1480,"239"
1481,"227"
1482,"230"
1483,"225"
1484,"250"
1485,"213"
1486,"228"
1487,"190"
1488,"253"
1489,"225"
1490,"210"
1491,"214"
1492,"195"
1493,"204"
1494,"204"
1495,"192"
1496,"195"
1497,"218"
1498,"222"
1499,"216"
1500,"204"
1501,"208"
1502,"203"
1503,"187"
1504,"205"
1505,"216"
1506,"166"
1507,"188"
1508,"162"
1509,"198"
1510,"197"
1511,"186"
1512,"191"
1513,"203"
1514,"211"
1515,"205"
1516,"168"
1517,"187"
1518,"196"
1519,"185"
1520,"198"
1521,"176"
1522,"207"
1523,"190"
1524,"192"
1525,"183"
1526,"151"
1527,"208"
1528,"188"
1529,"212"
1530,"185"
1531,"171"
1532,"193"
1533,"176"
1534,"207"
1535,"161"
1536,"205"
1537,"178"
1538,"173"
1539,"178"
1540,"175"
1541,"193"
1542,"192"
1543,"178"
1544,"171"
1545,"171"
1546,"187"
1547,"184"
1548,"149"
1549,"181"
1550,"162"
1551,"190"
1552,"168"
1553,"177"
1554,"175"
1555,"173"
1556,"176"
1557,"182"
1558,"170"
1559,"173"
1560,"154"
1561,"157"
1562,"185"
1563,"159"
1564,"147"
1565,"165"
1566,"165"
1567,"161"
1568,"168"
1569,"171"
1570,"174"
1571,"167"
1572,"133"
1573,"131"
1574,"144"
1575,"150"
1576,"168"
1577,"146"
1578,"140"
1579,"171"
1580,"138"
1581,"120"
1582,"159"
1583,"168"
1584,"155"
1585,"146"
1586,"147"
1587,"137"
1588,"164"
1589,"161"
1590,"135"
1591,"170"
1592,"154"
1593,"136"
1594,"136"
1595,"139"
1596,"140"
1597,"144"
1598,"160"
1599,"139"
1600,"157"
1601,"161"
1602,"115"
1603,"127"
1604,"132"
1605,"129"
1606,"124"
1607,"130"
1608,"128"
1609,"146"
1610,"137"
1611,"128"
1612,"131"
1613,"126"
1614,"132"
1615,"142"
1616,"123"
1617,"142"
1618,"126"
1619,"122"
1620,"128"
1621,"113"
1622,"134"
1623,"133"
1624,"117"
1625,"123"
1626,"123"
1627,"125"
1628,"114"
1629,"107"
1630,"108"
1631,"112"
1632,"89"
1633,"130"
1634,"106"
1635,"117"
1636,"117"
1637,"104"
1638,"100"
1639,"122"
1640,"107"
1641,"89"
1642,"119"
1643,"94"
1644,"98"
1645,"102"
1646,"105"
1647,"97"
1648,"98"
1649,"98"
1650,"98"
1651,"103"
1652,"105"
1653,"109"
1654,"100"
1655,"106"
1656,"87"
1657,"75"
1658,"85"
1659,"95"
1660,"83"
1661,"97"
1662,"83"
1663,"96"
1664,"93"
1665,"87"
1666,"92"
1667,"105"
1668,"97"
1669,"96"
1670,"95"
1671,"103"
1672,"85"
1673,"76"
1674,"76"
1675,"84"
1676,"79"
1677,"71"
1678,"86"
1679,"86"
1680,"82"
1681,"77"
1682,"66"
1683,"80"
1684,"74"
1685,"82"
1686,"86"
1687,"67"
1688,"83"
1689,"84"
1690,"75"
1691,"80"
1692,"80"
1693,"67"
1694,"64"
1695,"60"
1696,"57"
1697,"57"
1698,"73"
1699,"74"
1700,"80"
1701,"74"
1702,"72"
1703,"54"
1704,"67"
1705,"67"
1706,"58"
1707,"60"
1708,"65"
1709,"60"
1710,"61"
1711,"62"
1712,"61"
1713,"65"
1714,"70"
1715,"40"
1716,"36"
1717,"52"
1718,"48"
1719,"59"
1720,"59"
1721,"58"
1722,"62"
1723,"62"
1724,"50"
1725,"44"
1726,"51"
1727,"45"
1728,"51"
1729,"60"
1730,"44"
1731,"37"
1732,"42"
1733,"45"
1734,"53"
1735,"53"
1736,"42"
1737,"44"
1738,"32"
1739,"37"
1740,"51"
1741,"40"
1742,"48"
1743,"40"
1744,"39"
1745,"36"
1746,"27"
1747,"46"
1748,"38"
1749,"36"
1750,"28"
1751,"33"
1752,"31"
1753,"30"
1754,"34"
1755,"25"
1756,"39"
1757,"25"
1758,"37"
1759,"21"
1760,"32"
1761,"22"
1762,"22"
1763,"29"
1764,"23"
1765,"32"
1766,"26"
1767,"22"
1768,"15"
1769,"25"
1770,"23"
1771,"18"
1772,"18"
1773,"30"
1774,"24"
1775,"24"
1776,"27"
1777,"17"
1778,"17"
1779,"17"
1780,"18"
1781,"13"
1782,"16"
1783,"14"
1784,"20"
1785,"13"
1786,"21"
1787,"18"
1788,"11"
1789,"15"
1790,"15"
1791,"13"
1792,"14"
1793,"13"
1794,"18"
1795,"3"
1796,"12"
1797,"11"
1798,"10"
1799,"8"
1800,"16"
1801,"11"
1802,"7"
1803,"13"
1804,"10"
1805,"8"
1806,"12"
1807,"11"
1808,"7"
1809,"6"
1810,"10"
1811,"13"
1812,"14"
1813,"8"
1814,"10"
1815,"11"
1816,"5"
1817,"5"
1818,"10"
1819,"13"
1820,"6"
1821,"5"
1822,"6"
1823,"9"
1824,"9"
1825,"5"
1826,"5"
1827,"8"
1828,"11"
1829,"2"
1830,"7"
1831,"5"
1832,"4"
1833,"8"
1834,"7"
1835,"3"
1836,"2"
1837,"6"
1838,"3"
1839,"5"
1840,"8"
1841,"8"
1842,"6"
1843,"4"
1844,"7"
1845,"5"
1846,"6"
1847,"3"
1848,"4"
1849,"7"
1850,"4"
1851,"3"
1852,"5"
1853,"2"
1854,"3"
1855,"6"
1856,"1"
1857,"8"
1858,"5"
1859,"6"
1860,"1"
1861,"4"
1862,"7"
1863,"3"
1864,"5"
1865,"6"
1866,"4"
1867,"4"
1868,"2"
1869,"0"
1870,"3"
1871,"1"
1872,"4"
1873,"3"
1874,"4"
1875,"2"
1876,"5"
1877,"3"
1878,"7"
1879,"3"
1880,"5"
1881,"3"
1882,"5"
1883,"1"
1884,"0"
1885,"1"
1886,"3"
1887,"3"
1888,"2"
1889,"0"
1890,"2"
1891,"1"
1892,"2"
1893,"2"
1894,"1"
1895,"2"
1896,"7"
1897,"2"
1898,"0"
1899,"3"
1900,"4"
1901,"1"
1902,"5"
1903,"0"
1904,"2"
1905,"2"
1906,"1"
1907,"0"
1908,"1"
1909,"0"
1910,"3"
1911,"1"
1912,"3"
1913,"2"
1914,"2"
1915,"3"
1916,"1"
1917,"4"
1918,"1"
1919,"0"
1920,"5"
1921,"1"
1922,"2"
1923,"2"
1924,"3"
1925,"1"
1926,"0"
1927,"2"
1928,"1"
1929,"3"
1930,"1"
1931,"2"
1932,"0"
1933,"0"
1934,"5"
1935,"2"
1936,"1"
1937,"3"
1938,"1"
1939,"0"
1940,"1"
1941,"2"
1942,"1"
1943,"3"
1944,"0"
1945,"0"
1946,"2"
1947,"0"
1948,"3"
1949,"1"
1950,"1"
1951,"1"
1952,"0"
1953,"2"
1954,"2"
1955,"2"
1956,"1"
1957,"0"
1958,"3"
1959,"1"
1960,"2"
1961,"1"
1962,"0"
1963,"1"
1964,"5"
1965,"2"
1966,"1"
1967,"1"
1968,"0"
1969,"1"
1970,"1"
1971,"1"
1972,"1"
1973,"3"
1974,"0"
1975,"1"
1976,"2"
1977,"0"
1978,"0"
1979,"0"
1980,"0"
1981,"1"
1982,"0"
1983,"0"
1984,"2"
1985,"0"
1986,"0"
1987,"1"
1988,"0"
1989,"0"
1990,"0"
1991,"1"
1992,"1"
1993,"0"
1994,"1"
1995,"0"
1996,"0"
1997,"0"
1998,"1"
1999,"0"
2000,"0"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"1"
2007,"0"
2008,"0"
2009,"1"
2010,"0"
2011,"0"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"0"
2017,"1"
2018,"0"
2019,"0"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"0"
2026,"0"
2027,"1"
2028,"0"
2029,"0"
2030,"0"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"0"
2036,"1"
2037,"0"
2038,"0"
2039,"0"
2040,"1"
2041,"0"
2042,"0"
2043,"0"
2044,"0"
2045,"0"
2046,"0"
2047,"1"


