Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS40BL-1-5-IVSD-TR"
Duration Time,60.072
Ambient Temperature,"103.7"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"760226"
Raw Accumulated Counts,"789297"
Valid Count Last Packet,"11949"
Raw Count Last Packet,"12460"
Live Time,58.223999
HV DAC,167
HV ADC,40.000000
Filament DAC,215
Filament ADC,12.200000
Pulse Length,200
Pulse Period,254
Filter,1
eV per channel,19.8435
Number of Channels,2048
Vacuum,631
Channel#,Intensity
0,"2006"
1,"1650"
2,"1023"
3,"492"
4,"171"
5,"54"
6,"8"
7,"3"
8,"0"
9,"0"
10,"0"
11,"0"
12,"0"
13,"0"
14,"0"
15,"0"
16,"0"
17,"1"
18,"1"
19,"1"
20,"0"
21,"0"
22,"0"
23,"0"
24,"0"
25,"0"
26,"0"
27,"0"
28,"0"
29,"0"
30,"1"
31,"12"
32,"63"
33,"146"
34,"165"
35,"212"
36,"244"
37,"223"
38,"223"
39,"256"
40,"242"
41,"221"
42,"227"
43,"220"
44,"203"
45,"203"
46,"211"
47,"195"
48,"213"
49,"230"
50,"195"
51,"228"
52,"222"
53,"194"
54,"200"
55,"199"
56,"225"
57,"177"
58,"181"
59,"220"
60,"208"
61,"205"
62,"206"
63,"194"
64,"197"
65,"175"
66,"189"
67,"194"
68,"186"
69,"199"
70,"198"
71,"184"
72,"188"
73,"176"
74,"197"
75,"178"
76,"164"
77,"181"
78,"151"
79,"160"
80,"171"
81,"183"
82,"186"
83,"172"
84,"177"
85,"201"
86,"219"
87,"227"
88,"251"
89,"216"
90,"203"
91,"158"
92,"163"
93,"165"
94,"159"
95,"147"
96,"164"
97,"145"
98,"149"
99,"169"
100,"149"
101,"142"
102,"152"
103,"130"
104,"156"
105,"138"
106,"131"
107,"152"
108,"129"
109,"130"
110,"126"
111,"134"
112,"137"
113,"133"
114,"124"
115,"129"
116,"155"
117,"131"
118,"142"
119,"128"
120,"121"
121,"118"
122,"104"
123,"115"
124,"126"
125,"114"
126,"123"
127,"99"
128,"111"
129,"106"
130,"103"
131,"97"
132,"105"
133,"109"
134,"123"
135,"103"
136,"109"
137,"99"
138,"93"
139,"98"
140,"120"
141,"113"
142,"143"
143,"124"
144,"127"
145,"128"
146,"122"
147,"132"
148,"131"
149,"134"
150,"141"
151,"132"
152,"111"
153,"125"
154,"105"
155,"108"
156,"84"
157,"94"
158,"72"
159,"89"
160,"95"
161,"112"
162,"122"
163,"139"
164,"153"
165,"186"
166,"209"
167,"234"
168,"203"
169,"166"
170,"137"
171,"128"
172,"87"
173,"79"
174,"59"
175,"83"
176,"75"
177,"89"
178,"98"
179,"124"
180,"225"
181,"338"
182,"552"
183,"845"
184,"1106"
185,"1398"
186,"1443"
187,"1411"
188,"1131"
189,"881"
190,"547"
191,"357"
192,"207"
193,"125"
194,"85"
195,"64"
196,"74"
197,"83"
198,"136"
199,"164"
200,"213"
201,"274"
202,"271"
203,"273"
204,"278"
205,"229"
206,"142"
207,"105"
208,"63"
209,"78"
210,"41"
211,"39"
212,"40"
213,"36"
214,"40"
215,"37"
216,"37"
217,"47"
218,"45"
219,"41"
220,"57"
221,"66"
222,"69"
223,"126"
224,"135"
225,"181"
226,"238"
227,"217"
228,"241"
229,"236"
230,"184"
231,"146"
232,"117"
233,"97"
234,"80"
235,"70"
236,"70"
237,"61"
238,"64"
239,"52"
240,"25"
241,"53"
242,"37"
243,"48"
244,"49"
245,"49"
246,"71"
247,"74"
248,"81"
249,"100"
250,"80"
251,"81"
252,"61"
253,"64"
254,"58"
255,"50"
256,"41"
257,"30"
258,"54"
259,"28"
260,"40"
261,"42"
262,"34"
263,"36"
264,"36"
265,"47"
266,"45"
267,"54"
268,"72"
269,"75"
270,"117"
271,"99"
272,"113"
273,"141"
274,"130"
275,"107"
276,"102"
277,"67"
278,"55"
279,"61"
280,"51"
281,"50"
282,"32"
283,"48"
284,"56"
285,"44"
286,"31"
287,"47"
288,"40"
289,"37"
290,"40"
291,"45"
292,"33"
293,"56"
294,"61"
295,"51"
296,"54"
297,"80"
298,"74"
299,"79"
300,"85"
301,"67"
302,"60"
303,"54"
304,"56"
305,"46"
306,"51"
307,"55"
308,"60"
309,"55"
310,"72"
311,"89"
312,"91"
313,"163"
314,"261"
315,"494"
316,"927"
317,"1503"
318,"2538"
319,"3875"
320,"5295"
321,"6561"
322,"7298"
323,"7401"
324,"6942"
325,"5925"
326,"4539"
327,"3272"
328,"1964"
329,"1191"
330,"688"
331,"364"
332,"174"
333,"96"
334,"60"
335,"54"
336,"49"
337,"41"
338,"32"
339,"43"
340,"51"
341,"49"
342,"55"
343,"49"
344,"56"
345,"64"
346,"95"
347,"114"
348,"143"
349,"206"
350,"345"
351,"487"
352,"722"
353,"928"
354,"1124"
355,"1259"
356,"1209"
357,"1249"
358,"1077"
359,"845"
360,"606"
361,"411"
362,"272"
363,"174"
364,"102"
365,"61"
366,"35"
367,"41"
368,"38"
369,"35"
370,"53"
371,"60"
372,"70"
373,"93"
374,"133"
375,"112"
376,"129"
377,"153"
378,"124"
379,"118"
380,"116"
381,"99"
382,"76"
383,"39"
384,"39"
385,"30"
386,"27"
387,"27"
388,"26"
389,"32"
390,"29"
391,"21"
392,"22"
393,"31"
394,"28"
395,"35"
396,"40"
397,"28"
398,"35"
399,"42"
400,"67"
401,"71"
402,"89"
403,"106"
404,"108"
405,"126"
406,"145"
407,"138"
408,"122"
409,"113"
410,"90"
411,"63"
412,"53"
413,"53"
414,"62"
415,"57"
416,"57"
417,"39"
418,"44"
419,"54"
420,"46"
421,"35"
422,"43"
423,"30"
424,"41"
425,"41"
426,"53"
427,"71"
428,"101"
429,"168"
430,"246"
431,"294"
432,"397"
433,"520"
434,"555"
435,"584"
436,"623"
437,"538"
438,"468"
439,"423"
440,"302"
441,"197"
442,"148"
443,"102"
444,"57"
445,"54"
446,"52"
447,"41"
448,"62"
449,"55"
450,"55"
451,"62"
452,"62"
453,"46"
454,"51"
455,"47"
456,"42"
457,"39"
458,"43"
459,"25"
460,"32"
461,"39"
462,"54"
