Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS40RTC-W-265-IVSD-TR"
301,"58"
302,"42"
303,"59"
304,"46"
305,"45"
306,"51"
307,"44"
308,"56"
309,"60"
310,"74"
311,"82"
312,"97"
313,"144"
314,"238"
315,"419"
316,"747"
317,"1265"
318,"2026"
319,"3191"
320,"4288"
321,"5125"
322,"6094"
323,"6114"
324,"5739"
325,"4801"
326,"3751"
327,"2625"
328,"1697"
329,"991"
330,"580"
331,"275"
332,"148"
333,"70"
334,"55"
335,"54"
336,"51"
337,"55"
338,"39"
339,"46"
340,"46"
341,"38"
342,"45"
343,"58"
344,"43"
345,"60"
346,"75"
347,"100"
348,"160"
349,"169"
350,"302"
351,"437"
352,"590"
353,"791"
354,"882"
355,"1034"
356,"1059"
357,"1020"
358,"856"
359,"694"
360,"547"
361,"380"
362,"228"
363,"145"
364,"93"
365,"77"
366,"44"
367,"52"
368,"47"
369,"60"
370,"57"
371,"109"
372,"148"
373,"207"
374,"282"
375,"304"
376,"333"
377,"311"
378,"352"
379,"274"
380,"235"
381,"193"
382,"115"
383,"93"
384,"64"
385,"55"
386,"41"
387,"30"
388,"23"
389,"27"
390,"23"
391,"32"
392,"28"
393,"43"
394,"40"
395,"32"
396,"43"
397,"64"
398,"91"
399,"119"
400,"179"
401,"275"
402,"387"
403,"484"
404,"544"
405,"613"
406,"656"
407,"614"
408,"481"
409,"385"
410,"275"
411,"216"
412,"163"
413,"117"
414,"113"
415,"93"
416,"91"
417,"88"
418,"93"
419,"78"
420,"72"
421,"82"
422,"56"
423,"61"
424,"68"
425,"64"
426,"105"
427,"161"
428,"220"
429,"399"
430,"553"
431,"822"
432,"1076"
433,"1325"
434,"1541"
435,"1640"
436,"1637"
437,"1408"
438,"1337"
439,"990"
440,"778"
441,"503"
442,"318"
443,"221"
444,"154"
445,"140"
446,"124"
447,"118"
448,"129"
449,"141"
450,"141"
451,"119"
452,"98"
453,"91"
454,"76"
455,"74"
456,"64"
457,"36"
458,"46"
459,"47"
460,"36"
461,"34"
462,"48"
463,"61"
464,"58"
465,"55"
466,"86"
467,"63"
468,"65"
469,"57"
470,"64"
471,"55"
472,"46"
473,"62"
474,"70"
475,"85"
476,"104"
477,"148"
478,"170"
479,"190"
480,"247"
481,"281"
482,"285"
483,"304"
484,"292"
485,"264"
486,"222"
487,"176"
488,"150"
489,"114"
490,"102"
491,"85"
492,"64"
493,"53"
494,"56"
495,"48"
496,"58"
497,"61"
498,"51"
499,"54"
500,"67"
501,"60"
502,"61"
503,"50"
504,"53"
505,"54"
506,"56"
507,"53"
508,"59"
509,"40"
510,"74"
511,"61"
512,"58"
513,"57"
514,"58"
515,"64"
516,"65"
517,"66"
518,"74"
519,"73"
520,"72"
521,"79"
522,"73"
523,"85"
524,"78"
525,"139"
526,"121"
527,"168"
528,"183"
529,"239"
530,"236"
531,"246"
532,"216"
533,"212"
534,"198"
535,"171"
536,"155"
537,"133"
538,"133"
539,"108"
540,"111"
541,"99"
542,"94"
543,"91"
544,"102"
545,"110"
546,"97"
547,"100"
548,"99"
549,"117"
550,"107"
551,"106"
552,"116"
553,"94"
554,"103"
555,"104"
556,"129"
557,"113"
558,"121"
559,"134"
560,"166"
561,"176"
562,"180"
563,"191"
564,"197"
565,"203"
566,"233"
567,"216"
568,"212"
569,"173"
570,"144"
571,"135"
572,"154"
573,"140"
574,"129"
575,"133"
576,"133"
577,"131"
578,"148"
579,"129"
580,"140"
581,"156"
582,"109"
583,"151"
584,"162"
585,"154"
586,"142"
587,"163"
588,"153"
589,"160"
590,"151"
591,"163"
592,"191"
593,"177"
594,"184"
595,"174"
596,"154"
597,"171"
598,"138"
599,"162"
600,"173"
601,"160"
602,"178"
603,"154"
604,"172"
605,"187"
606,"182"
607,"169"
608,"170"
609,"185"
610,"180"
611,"190"
612,"177"
613,"181"
614,"184"
615,"196"
616,"198"
617,"202"
618,"180"
619,"175"
620,"185"
621,"185"
622,"218"
623,"195"
624,"213"
625,"209"
626,"203"
627,"240"
628,"209"
629,"241"
630,"233"
631,"255"
632,"237"
633,"228"
634,"247"
635,"250"
636,"221"
637,"250"
638,"241"
639,"235"
640,"242"
641,"234"
642,"280"
643,"245"
644,"246"
645,"257"
646,"231"
647,"223"
648,"248"
649,"244"
650,"240"
651,"252"
652,"275"
653,"252"
654,"253"
655,"284"
656,"266"
657,"243"
658,"271"
659,"265"
660,"269"
661,"262"
662,"301"
663,"283"
664,"306"
665,"312"
666,"352"
667,"384"
668,"402"
669,"444"
670,"529"
671,"573"
672,"603"
673,"659"
674,"712"
675,"659"
676,"728"
677,"682"
678,"602"
679,"606"
680,"517"
681,"486"
682,"416"
683,"372"
684,"388"
685,"359"
686,"337"
687,"325"
688,"340"
689,"360"
690,"337"
691,"331"
692,"339"
693,"332"
694,"341"
695,"304"
696,"315"
697,"350"
698,"316"
699,"342"
700,"368"
701,"313"
702,"340"
703,"372"
704,"402"
705,"384"
706,"406"
707,"431"
708,"504"
709,"500"
710,"532"
711,"554"
712,"572"
713,"559"
714,"586"
715,"542"
716,"524"
717,"502"
718,"480"
719,"452"
720,"454"
721,"401"
722,"419"
723,"385"
724,"421"
725,"335"
726,"387"
727,"390"
728,"415"
729,"386"
730,"395"
731,"400"
732,"383"
733,"414"
734,"386"
735,"357"
736,"383"
737,"374"
738,"375"
739,"397"
740,"440"
741,"403"
742,"421"
743,"432"
744,"442"
745,"443"
746,"489"
747,"490"
748,"492"
749,"486"
750,"594"
751,"540"
752,"585"
753,"602"
754,"623"
755,"639"
756,"631"
757,"574"
758,"565"
759,"550"
760,"502"
761,"505"
762,"442"
763,"428"
764,"411"
765,"473"
766,"452"
767,"452"
768,"446"
769,"447"
770,"454"
771,"430"
772,"441"
773,"469"
774,"416"
775,"428"
776,"446"
777,"423"
778,"439"
779,"466"
780,"460"
781,"473"
782,"448"
783,"499"
784,"543"
785,"538"
786,"605"
787,"635"
788,"692"
789,"713"
790,"863"
791,"883"
792,"907"
793,"965"
794,"892"
795,"922"
796,"910"
797,"904"
798,"851"
799,"752"
800,"712"
801,"687"
802,"622"
803,"615"
804,"566"
805,"554"
806,"496"
807,"557"
808,"502"
809,"534"
810,"557"
811,"500"
812,"520"
813,"493"
814,"507"
815,"518"
816,"522"
817,"536"
818,"486"
819,"523"
820,"468"
821,"489"
822,"516"
823,"507"
824,"523"
825,"504"
826,"504"
827,"520"
828,"536"
829,"500"
830,"521"
831,"537"
832,"555"
833,"537"
834,"562"
835,"548"
836,"542"
837,"587"
838,"546"
839,"586"
840,"615"
841,"561"
842,"603"
843,"569"
844,"562"
845,"568"
846,"535"
847,"521"
848,"580"
849,"546"
850,"569"
851,"526"
852,"566"
853,"547"
854,"570"
855,"567"
856,"528"
857,"592"
858,"575"
859,"534"
860,"553"
861,"582"
862,"595"
863,"537"
864,"598"
865,"598"
866,"628"
867,"597"
868,"612"
869,"652"
870,"624"
871,"668"
872,"697"
873,"736"
874,"753"
875,"737"
876,"827"
877,"862"
878,"928"
879,"870"
880,"897"
881,"920"
882,"886"
883,"842"
884,"859"
885,"856"
886,"800"
887,"837"
888,"712"
889,"726"
890,"744"
891,"706"
892,"767"
893,"734"
894,"712"
895,"727"
896,"666"
897,"705"
898,"728"
899,"739"
900,"710"
901,"698"
902,"709"
903,"739"
904,"755"
905,"758"
906,"735"
907,"749"
908,"741"
909,"766"
910,"779"
911,"813"
912,"759"
913,"802"
914,"780"
915,"829"
916,"851"
917,"798"
918,"870"
919,"874"
920,"887"
921,"879"
922,"884"
923,"885"
924,"993"
925,"960"
926,"947"
927,"957"
928,"983"
929,"1083"
930,"1089"
931,"1082"
932,"1178"
933,"1244"
934,"1228"
935,"1242"
936,"1360"
937,"1356"
938,"1376"
939,"1490"
940,"1593"
941,"1757"
942,"1674"
943,"1747"
944,"1902"
945,"1948"
946,"2039"
947,"2083"
948,"2094"
949,"2297"
950,"2225"
951,"2340"
952,"2422"
953,"2452"
954,"2490"
955,"2604"
956,"2558"
957,"2562"
958,"2591"
959,"2626"
960,"2665"
961,"2612"
962,"2524"
963,"2558"
964,"2540"
965,"2459"
966,"2361"
967,"2232"
968,"2204"
969,"2129"
970,"2063"
971,"2043"
972,"1984"
973,"1879"
974,"1793"
975,"1770"
976,"1568"
977,"1527"
978,"1516"
979,"1462"
980,"1308"
981,"1370"
982,"1266"
983,"1210"
984,"1222"
985,"1239"
986,"1149"
987,"1114"
988,"1101"
989,"1026"
990,"978"
991,"946"
992,"943"
993,"898"
994,"880"
995,"864"
996,"846"
997,"835"
998,"844"
999,"795"
1000,"828"
1001,"801"
1002,"818"
1003,"821"
1004,"852"
1005,"962"
1006,"997"
1007,"1076"
1008,"1084"
1009,"1253"
1010,"1363"
1011,"1446"
1012,"1482"
1013,"1585"
1014,"1633"
1015,"1633"
1016,"1717"
1017,"1783"
1018,"1876"
1019,"1816"
1020,"1721"
1021,"1686"
1022,"1625"
1023,"1426"
1024,"1308"
1025,"1192"
1026,"1089"
1027,"1029"
1028,"951"
1029,"786"
1030,"816"
1031,"788"
1032,"718"
1033,"691"
1034,"669"
1035,"702"
1036,"682"
1037,"648"
1038,"704"
1039,"716"
1040,"693"
1041,"723"
1042,"715"
1043,"719"
1044,"754"
1045,"771"
1046,"784"
1047,"775"
1048,"825"
1049,"838"
1050,"877"
1051,"866"
1052,"882"
1053,"956"
1054,"969"
1055,"1055"
1056,"1121"
1057,"1162"
1058,"1123"
1059,"1322"
1060,"1416"
1061,"1404"
1062,"1473"
1063,"1473"
1064,"1519"
1065,"1503"
1066,"1617"
1067,"1580"
1068,"1577"
1069,"1514"
1070,"1518"
1071,"1501"
1072,"1345"
1073,"1368"
1074,"1324"
1075,"1279"
1076,"1174"
1077,"1095"
1078,"1080"
1079,"1032"
1080,"1014"
1081,"1001"
1082,"973"
1083,"960"
1084,"984"
1085,"917"
1086,"898"
1087,"972"
1088,"832"
1089,"854"
1090,"815"
1091,"847"
1092,"830"
1093,"819"
1094,"765"
1095,"762"
1096,"725"
1097,"727"
1098,"687"
1099,"760"
1100,"723"
1101,"748"
1102,"733"
1103,"647"
1104,"713"
1105,"674"
1106,"721"
1107,"656"
1108,"631"
1109,"625"
1110,"657"
1111,"672"
1112,"632"
1113,"659"
1114,"647"
1115,"669"
1116,"599"
1117,"657"
1118,"616"
1119,"632"
1120,"625"
1121,"544"
1122,"559"
1123,"620"
1124,"606"
1125,"559"
1126,"567"
1127,"568"
1128,"598"
1129,"626"
1130,"590"
1131,"591"
1132,"567"
1133,"602"
1134,"554"
1135,"591"
1136,"609"
1137,"589"
1138,"639"
1139,"663"
1140,"651"
1141,"728"
1142,"694"
1143,"728"
1144,"749"
1145,"764"
1146,"773"
1147,"746"
1148,"771"
1149,"740"
1150,"730"
1151,"748"
1152,"663"
1153,"610"
1154,"613"
1155,"603"
1156,"570"
1157,"525"
1158,"551"
1159,"584"
1160,"556"
1161,"539"
1162,"511"
1163,"583"
1164,"602"
1165,"577"
1166,"598"
1167,"526"
1168,"602"
1169,"577"
1170,"547"
1171,"562"
1172,"561"
1173,"545"
1174,"541"
1175,"566"
1176,"500"
1177,"517"
1178,"551"
1179,"508"
1180,"539"
1181,"527"
1182,"501"
1183,"519"
1184,"558"
1185,"482"
1186,"515"
1187,"502"
1188,"535"
1189,"510"
1190,"500"
1191,"567"
1192,"526"
1193,"548"
1194,"560"
1195,"571"
1196,"552"
1197,"574"
1198,"619"
1199,"595"
1200,"598"
1201,"605"
1202,"601"
1203,"589"
1204,"624"
1205,"603"
1206,"563"
1207,"579"
1208,"557"
1209,"543"
1210,"491"
1211,"512"
1212,"516"
1213,"494"
1214,"503"
1215,"496"
1216,"509"
1217,"505"
1218,"529"
1219,"495"
1220,"518"
1221,"504"
1222,"543"
1223,"536"
1224,"508"
1225,"497"
1226,"561"
1227,"471"
1228,"509"
1229,"520"
1230,"523"
1231,"522"
1232,"513"
1233,"464"
1234,"499"
1235,"484"
1236,"488"
1237,"490"
1238,"496"
1239,"465"
1240,"494"
1241,"508"
1242,"506"
1243,"452"
1244,"467"
1245,"458"
1246,"452"
1247,"491"
1248,"445"
1249,"489"
1250,"513"
1251,"496"
1252,"468"
1253,"503"
1254,"499"
1255,"501"
1256,"455"
1257,"472"
1258,"467"
1259,"491"
1260,"464"
1261,"504"
1262,"481"
1263,"481"
1264,"468"
1265,"502"
1266,"478"
1267,"474"
1268,"465"
1269,"480"
1270,"462"
1271,"484"
1272,"457"
1273,"486"
1274,"477"
1275,"476"
1276,"449"
1277,"435"
1278,"463"
1279,"483"
1280,"451"
1281,"451"
1282,"471"
1283,"462"
1284,"496"
1285,"430"
1286,"460"
1287,"435"
1288,"486"
1289,"447"
1290,"452"
1291,"436"
1292,"436"
1293,"436"
1294,"444"
1295,"422"
1296,"410"
1297,"447"
1298,"457"
1299,"465"
1300,"428"
1301,"405"
1302,"423"
1303,"405"
1304,"414"
1305,"428"
1306,"412"
1307,"449"
1308,"411"
1309,"458"
1310,"427"
1311,"463"
1312,"425"
1313,"415"
1314,"428"
1315,"438"
1316,"455"
1317,"436"
1318,"377"
1319,"416"
1320,"431"
1321,"431"
1322,"447"
1323,"429"
1324,"384"
1325,"440"
1326,"435"
1327,"406"
1328,"419"
1329,"385"
1330,"405"
1331,"410"
1332,"400"
1333,"448"
1334,"399"
1335,"417"
1336,"416"
1337,"398"
1338,"441"
1339,"388"
1340,"419"
1341,"402"
1342,"415"
1343,"415"
1344,"400"
1345,"395"
1346,"423"
1347,"412"
1348,"352"
1349,"363"
1350,"399"
1351,"395"
1352,"370"
1353,"372"
1354,"417"
1355,"385"
1356,"395"
1357,"434"
1358,"437"
1359,"379"
1360,"367"
1361,"407"
1362,"387"
1363,"386"
1364,"389"
1365,"362"
1366,"377"
1367,"369"
1368,"393"
1369,"354"
1370,"387"
1371,"388"
1372,"371"
1373,"363"
1374,"438"
1375,"368"
1376,"394"
1377,"372"
1378,"333"
1379,"390"
1380,"384"
1381,"377"
1382,"347"
1383,"353"
1384,"401"
1385,"351"
1386,"371"
1387,"349"
1388,"369"
1389,"376"
1390,"367"
1391,"386"
1392,"334"
1393,"354"
1394,"356"
1395,"318"
1396,"352"
1397,"371"
1398,"363"
1399,"366"
1400,"329"
1401,"367"
1402,"366"
1403,"364"
1404,"351"
1405,"365"
1406,"362"
1407,"360"
1408,"345"
1409,"335"
1410,"370"
1411,"320"
1412,"339"
1413,"328"
1414,"361"
1415,"340"
1416,"326"
1417,"368"
1418,"309"
1419,"322"
1420,"314"
1421,"353"
1422,"332"
1423,"281"
1424,"348"
1425,"325"
1426,"341"
1427,"318"
1428,"349"
1429,"323"
1430,"326"
1431,"302"
1432,"292"
1433,"313"
1434,"308"
1435,"339"
1436,"311"
1437,"340"
1438,"340"
1439,"308"
1440,"309"
1441,"319"
1442,"355"
1443,"330"
1444,"327"
1445,"310"
1446,"327"
1447,"310"
1448,"318"
1449,"299"
1450,"319"
1451,"301"
1452,"327"
1453,"308"
1454,"301"
1455,"318"
1456,"300"
1457,"314"
1458,"313"
1459,"294"
1460,"276"
1461,"323"
1462,"264"
1463,"335"
1464,"290"
1465,"287"
1466,"305"
1467,"286"
1468,"279"
1469,"312"
1470,"282"
1471,"292"
1472,"272"
1473,"311"
1474,"274"
1475,"277"
1476,"268"
1477,"281"
1478,"272"
1479,"282"
1480,"278"
1481,"315"
1482,"248"
1483,"312"
1484,"275"
1485,"279"
1486,"275"
1487,"260"
1488,"295"
1489,"286"
1490,"279"
1491,"251"
1492,"259"
1493,"279"
1494,"291"
1495,"260"
1496,"261"
1497,"256"
1498,"269"
1499,"285"
1500,"299"
1501,"262"
1502,"260"
1503,"258"
1504,"249"
1505,"268"
1506,"247"
1507,"228"
1508,"258"
1509,"246"
1510,"245"
1511,"250"
1512,"239"
1513,"260"
1514,"274"
1515,"223"
1516,"268"
1517,"283"
1518,"272"
1519,"236"
1520,"260"
1521,"208"
1522,"280"
1523,"286"
1524,"230"
1525,"209"
1526,"218"
1527,"244"
1528,"251"
1529,"258"
1530,"224"
1531,"241"
1532,"221"
1533,"209"
1534,"222"
1535,"242"
1536,"217"
1537,"232"
1538,"262"
1539,"245"
1540,"211"
1541,"246"
1542,"235"
1543,"206"
1544,"230"
1545,"216"
1546,"232"
1547,"221"
1548,"210"
1549,"224"
1550,"225"
1551,"213"
1552,"203"
1553,"209"
1554,"218"
1555,"208"
1556,"213"
1557,"238"
1558,"209"
1559,"200"
1560,"224"
1561,"200"
1562,"182"
1563,"218"
1564,"209"
1565,"216"
1566,"206"
1567,"199"
1568,"191"
1569,"180"
1570,"176"
1571,"183"
1572,"180"
1573,"176"
1574,"182"
1575,"179"
1576,"201"
1577,"203"
1578,"192"
1579,"204"
1580,"183"
1581,"205"
1582,"192"
1583,"180"
1584,"182"
1585,"200"
1586,"193"
1587,"190"
1588,"205"
1589,"179"
1590,"171"
1591,"147"
1592,"185"
1593,"179"
1594,"182"
1595,"173"
1596,"170"
1597,"186"
1598,"177"
1599,"165"
1600,"186"
1601,"162"
1602,"199"
1603,"173"
1604,"180"
1605,"171"
1606,"161"
1607,"184"
1608,"162"
1609,"157"
1610,"182"
1611,"174"
1612,"161"
1613,"168"
1614,"173"
1615,"184"
1616,"156"
1617,"171"
1618,"165"
1619,"183"
1620,"151"
1621,"151"
1622,"183"
1623,"163"
1624,"153"
1625,"173"
1626,"156"
1627,"141"
1628,"148"
1629,"157"
1630,"142"
1631,"146"
1632,"144"
1633,"154"
1634,"118"
1635,"147"
1636,"137"
1637,"128"
1638,"156"
1639,"138"
1640,"141"
1641,"123"
1642,"132"
1643,"102"
1644,"120"
1645,"133"
1646,"114"
1647,"129"
1648,"125"
1649,"116"
1650,"112"
1651,"105"
1652,"127"
1653,"141"
1654,"137"
1655,"124"
1656,"121"
1657,"120"
1658,"134"
1659,"122"
1660,"122"
1661,"102"
1662,"107"
1663,"108"
1664,"95"
1665,"101"
1666,"96"
1667,"116"
1668,"102"
1669,"99"
1670,"112"
1671,"108"
1672,"107"
1673,"98"
1674,"97"
1675,"97"
1676,"87"
1677,"88"
1678,"95"
1679,"85"
1680,"97"
1681,"77"
1682,"96"
1683,"97"
1684,"81"
1685,"69"
1686,"68"
1687,"78"
1688,"77"
1689,"99"
1690,"89"
1691,"89"
1692,"75"
1693,"76"
1694,"86"
1695,"78"
1696,"96"
1697,"69"
1698,"77"
1699,"79"
1700,"70"
1701,"61"
1702,"71"
1703,"85"
1704,"78"
1705,"66"
1706,"63"
1707,"80"
1708,"64"
1709,"65"
1710,"67"
1711,"72"
1712,"53"
1713,"77"
1714,"61"
1715,"59"
1716,"68"
1717,"74"
1718,"64"
1719,"66"
1720,"69"
1721,"55"
1722,"58"
1723,"66"
1724,"51"
1725,"58"
1726,"57"
1727,"52"
1728,"47"
1729,"57"
1730,"40"
1731,"40"
1732,"56"
1733,"59"
1734,"42"
1735,"53"
1736,"52"
1737,"61"
1738,"51"
1739,"53"
1740,"60"
1741,"46"
1742,"44"
1743,"57"
1744,"47"
1745,"46"
1746,"36"
1747,"39"
1748,"34"
1749,"39"
1750,"40"
1751,"34"
1752,"35"
1753,"41"
1754,"31"
1755,"36"
1756,"37"
1757,"36"
1758,"27"
1759,"35"
1760,"29"
1761,"30"
1762,"33"
1763,"27"
1764,"30"
1765,"22"
1766,"25"
1767,"43"
1768,"25"
1769,"20"
1770,"33"
1771,"17"
1772,"17"
1773,"29"
1774,"28"
1775,"15"
1776,"16"
1777,"16"
1778,"25"
1779,"13"
1780,"20"
1781,"17"
1782,"12"
1783,"19"
1784,"17"
1785,"13"
1786,"14"
1787,"23"
1788,"21"
1789,"12"
1790,"15"
1791,"15"
1792,"9"
1793,"17"
1794,"18"
1795,"16"
1796,"13"
1797,"20"
1798,"17"
1799,"8"
1800,"9"
1801,"11"
1802,"12"
1803,"9"
1804,"8"
1805,"18"
1806,"7"
1807,"7"
1808,"11"
1809,"19"
1810,"12"
1811,"12"
1812,"12"
1813,"10"
1814,"6"
1815,"9"
1816,"12"
1817,"8"
1818,"11"
1819,"12"
1820,"11"
1821,"8"
1822,"6"
1823,"8"
1824,"8"
1825,"7"
1826,"4"
1827,"13"
1828,"9"
1829,"9"
1830,"10"
1831,"8"
1832,"8"
1833,"2"
1834,"5"
1835,"14"
1836,"7"
1837,"10"
1838,"10"
1839,"2"
1840,"12"
1841,"8"
1842,"9"
1843,"4"
1844,"10"
1845,"9"
1846,"4"
1847,"4"
1848,"3"
1849,"4"
1850,"7"
1851,"4"
1852,"6"
1853,"7"
1854,"3"
1855,"5"
1856,"4"
1857,"4"
1858,"3"
1859,"12"
1860,"3"
1861,"7"
1862,"3"
1863,"4"
1864,"5"
1865,"2"
1866,"9"
1867,"3"
1868,"3"
1869,"3"
1870,"1"
1871,"6"
1872,"2"
1873,"4"
1874,"2"
1875,"2"
1876,"6"
1877,"1"
1878,"4"
1879,"6"
1880,"4"
1881,"4"
1882,"4"
1883,"4"
1884,"4"
1885,"4"
1886,"2"
1887,"3"
1888,"4"
1889,"3"
1890,"2"
1891,"3"
1892,"3"
1893,"2"
1894,"5"
1895,"3"
1896,"4"
1897,"7"
1898,"3"
1899,"3"
1900,"4"
1901,"2"
1902,"3"
1903,"2"
1904,"2"
1905,"0"
1906,"4"
1907,"2"
1908,"1"
1909,"2"
1910,"2"
1911,"0"
1912,"2"
1913,"1"
1914,"5"
1915,"3"
1916,"1"
1917,"2"
1918,"2"
1919,"0"
1920,"1"
1921,"2"
1922,"2"
1923,"1"
1924,"1"
1925,"3"
1926,"1"
1927,"2"
1928,"2"
1929,"3"
1930,"0"
1931,"2"
1932,"2"
1933,"1"
1934,"3"
1935,"2"
1936,"0"
1937,"0"
1938,"4"
1939,"2"
1940,"1"
1941,"3"
1942,"1"
1943,"0"
1944,"2"
1945,"2"
1946,"2"
1947,"4"
1948,"3"
1949,"1"
1950,"4"
1951,"3"
1952,"1"
1953,"1"
1954,"0"
1955,"2"
1956,"1"
1957,"3"
1958,"1"
1959,"2"
1960,"1"
1961,"1"
1962,"1"
1963,"2"
1964,"0"
1965,"0"
1966,"2"
1967,"0"
1968,"2"
1969,"0"
1970,"1"
1971,"1"
1972,"1"
1973,"0"
1974,"0"
1975,"3"
1976,"1"
1977,"2"
1978,"1"
1979,"0"
1980,"1"
1981,"0"
1982,"3"
1983,"0"
1984,"1"
1985,"0"
1986,"0"
1987,"1"
1988,"0"
1989,"0"
1990,"0"
1991,"1"
1992,"1"
1993,"0"
1994,"1"
1995,"1"
1996,"0"
1997,"0"
1998,"0"
1999,"0"
2000,"1"
2001,"0"
2002,"0"
2003,"0"
2004,"0"
2005,"0"
2006,"1"
2007,"0"
2008,"1"
2009,"0"
2010,"0"
2011,"2"
2012,"0"
2013,"0"
2014,"0"
2015,"0"
2016,"1"
2017,"1"
2018,"0"
2019,"1"
2020,"0"
2021,"0"
2022,"0"
2023,"0"
2024,"0"
2025,"1"
2026,"0"
2027,"1"
2028,"1"
2029,"1"
2030,"1"
2031,"0"
2032,"0"
2033,"0"
2034,"0"
2035,"1"
2036,"1"
2037,"1"
2038,"2"
2039,"0"
2040,"1"
2041,"1"
2042,"0"
2043,"0"
2044,"1"
2045,"0"
2046,"0"
2047,"1"


