Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS15BL-1-32-IVSD-MAJ"
Duration Time,180.152
Ambient Temperature,"105.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"5665064"
Raw Accumulated Counts,"6155294"
Valid Count Last Packet,"29514"
Raw Count Last Packet,"32387"
Live Time,165.768951
HV DAC,105
HV ADC,15.000000
Filament DAC,231
Filament ADC,25.000000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,19.8369
Number of Channels,2048
Vacuum,0
Channel#,Intensity
0,"5735"
1,"4512"
2,"2788"
3,"1422"
4,"420"
5,"90"
6,"17"
7,"3"
8,"2"
9,"0"
10,"1"
11,"0"
12,"3"
13,"0"
14,"1"
15,"1"
16,"0"
17,"0"
18,"1"
19,"1"
20,"0"
21,"0"
22,"0"
23,"0"
24,"0"
25,"0"
26,"0"
27,"0"
28,"0"
29,"1"
30,"0"
31,"16"
32,"118"
33,"318"
34,"483"
35,"548"
36,"544"
37,"576"
38,"564"
39,"572"
40,"578"
41,"575"
42,"593"
43,"640"
44,"661"
45,"667"
46,"722"
47,"794"
48,"833"
49,"806"
50,"722"
51,"758"
52,"781"
53,"761"
54,"795"
55,"812"
56,"795"
57,"767"
58,"748"
59,"792"
60,"804"
61,"772"
62,"859"
63,"834"
64,"837"
65,"804"
66,"726"
67,"799"
68,"714"
69,"829"
70,"904"
71,"1003"
72,"1219"
73,"1602"
74,"1780"
75,"1786"
76,"1823"
77,"1421"
78,"1178"
79,"1162"
80,"1026"
81,"1082"
82,"1482"
83,"2413"
84,"4424"
85,"7341"
86,"10285"
87,"12332"
88,"12638"
89,"10907"
90,"8349"
91,"5622"
92,"3864"
93,"3087"
94,"3110"
95,"3929"
96,"4912"
97,"6190"
98,"6630"
99,"6442"
100,"5238"
101,"4009"
102,"2825"
103,"2081"
104,"1731"
105,"1446"
106,"1411"
107,"1412"
108,"1355"
109,"1489"
110,"1725"
111,"1977"
112,"2534"
113,"3331"
114,"4048"
115,"4644"
116,"5008"
117,"4688"
118,"4124"
119,"3617"
120,"2996"
121,"2542"
122,"2279"
123,"2251"
124,"2184"
125,"2232"
126,"2255"
127,"2387"
128,"2514"
129,"2891"
130,"3562"
131,"4710"
132,"6611"
133,"8820"
134,"11248"
135,"13463"
136,"13731"
137,"13079"
138,"11611"
139,"9787"
140,"9004"
141,"8807"
142,"9145"
143,"9514"
144,"9142"
145,"8267"
146,"7145"
147,"6368"
148,"5797"
149,"5298"
150,"4895"
151,"4513"
152,"4101"
153,"3570"
154,"3144"
155,"2895"
156,"2772"
157,"2774"
158,"2834"
159,"2939"
160,"3077"
161,"3295"
162,"3572"
163,"4154"
164,"4938"
