Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS15RTC-W-99-IVSD-MAJ"
Duration Time,180.338
Ambient Temperature,"105.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"4027315"
Raw Accumulated Counts,"4271495"
Valid Count Last Packet,"21397"
Raw Count Last Packet,"22578"
Live Time,169.881058
HV DAC,105
HV ADC,15.000000
Filament DAC,231
Filament ADC,25.000000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,19.8361
Number of Channels,2048
Vacuum,0
Channel#,Intensity
0,"5948"
1,"4717"
2,"2711"
3,"1272"
4,"465"
5,"106"
6,"15"
7,"2"
8,"3"
9,"2"
10,"1"
11,"1"
12,"2"
13,"1"
14,"0"
15,"0"
16,"2"
17,"2"
18,"2"
19,"0"
20,"0"
21,"3"
22,"0"
23,"1"
24,"0"
25,"1"
26,"1"
27,"0"
28,"0"
29,"0"
30,"2"
31,"9"
32,"79"
33,"222"
34,"344"
35,"364"
36,"383"
37,"394"
38,"404"
39,"378"
40,"402"
41,"416"
42,"424"
43,"458"
44,"443"
45,"529"
46,"552"
47,"552"
48,"560"
49,"536"
50,"563"
51,"507"
52,"530"
53,"539"
54,"516"
55,"573"
56,"563"
57,"558"
58,"597"
59,"593"
60,"645"
61,"736"
62,"767"
63,"818"
64,"808"
65,"734"
66,"714"
67,"651"
68,"676"
69,"708"
70,"1033"
71,"1563"
72,"2449"
73,"3425"
74,"4195"
75,"4479"
76,"4084"
77,"3293"
78,"2492"
79,"1892"
80,"1606"
81,"1829"
82,"3263"
83,"6887"
84,"13966"
85,"24521"
86,"35673"
87,"44105"
88,"44652"
89,"38162"
90,"26996"
91,"16724"
92,"9201"
93,"5222"
94,"3016"
95,"2008"
96,"1534"
97,"1307"
98,"1287"
99,"1241"
100,"1200"
101,"1133"
102,"1093"
103,"1034"
104,"963"
105,"933"
106,"923"
107,"977"
108,"1051"
109,"1276"
110,"1798"
111,"2809"
112,"4793"
113,"8173"
114,"12187"
115,"15922"
116,"17696"
117,"17114"
118,"13767"
119,"9720"
120,"6404"
121,"4163"
122,"2996"
123,"2654"
124,"2636"
125,"2441"
126,"2234"
127,"2080"
128,"2053"
129,"2323"
130,"2892"
131,"4315"
132,"6093"
133,"8511"
134,"11115"
135,"12929"
136,"13388"
137,"12520"
138,"10758"
139,"8936"
140,"7967"
141,"7809"
142,"8127"
143,"8124"
144,"7675"
145,"6905"
146,"5675"
147,"4968"
148,"4277"
149,"3749"
150,"3278"
151,"2893"
152,"2415"
153,"1974"
154,"1540"
155,"1420"
156,"1313"
157,"1212"
158,"1260"
159,"1427"
160,"1776"
161,"2549"
162,"4399"
163,"7248"
164,"11584"
165,"16025"
166,"19951"
167,"21557"
168,"20428"
169,"16904"
170,"12215"
171,"7888"
172,"4621"
173,"2784"
174,"1860"
175,"1594"
176,"1811"
177,"2262"
178,"3215"
179,"4594"
180,"7000"
181,"10480"
182,"16150"
183,"23091"
184,"30759"
185,"37776"
186,"39950"
187,"37781"
188,"31612"
189,"22760"
190,"14670"
191,"8564"
192,"4650"
193,"2706"
194,"1769"
195,"1455"
196,"1680"
197,"2134"
198,"2924"
199,"3893"
200,"5201"
201,"6211"
202,"6973"
203,"6932"
204,"5978"
205,"4873"
206,"3588"
207,"2775"
208,"1994"
209,"1491"
210,"1395"
211,"1182"
212,"1257"
213,"1194"
214,"1243"
215,"1222"
216,"1241"
217,"1370"
218,"1418"
219,"1530"
220,"1864"
221,"2290"
222,"3110"
223,"4189"
224,"5681"
225,"7284"
226,"8699"
227,"9015"
228,"8874"
229,"7929"
230,"6462"
231,"4968"
232,"3854"
233,"3065"
234,"2676"
235,"2410"
236,"2300"
237,"2061"
238,"2046"
239,"2108"
240,"2185"
241,"2250"
242,"2489"
243,"2692"
244,"2948"
245,"3093"
246,"3355"
247,"3514"
248,"3774"
249,"3747"
250,"3634"
251,"3215"
252,"2983"
253,"2624"
254,"2420"
255,"2205"
256,"2130"
257,"2224"
258,"2146"
259,"2231"
260,"2345"
261,"2293"
262,"2282"
263,"2303"
264,"2298"
265,"2296"
266,"2362"
267,"2321"
268,"2430"
269,"2493"
270,"2635"
271,"2714"
272,"2749"
273,"2737"
274,"2843"
275,"2720"
276,"2741"
277,"2627"
278,"2563"
279,"2638"
280,"2577"
281,"2493"
282,"2510"
283,"2599"
284,"2551"
285,"2537"
286,"2464"
287,"2526"
288,"2568"
289,"2720"
290,"2675"
291,"2730"
292,"2948"
293,"3038"
294,"3338"
295,"3498"
296,"3654"
297,"3960"
298,"3897"
299,"3730"
300,"3634"
301,"3547"
302,"3346"
303,"3114"
304,"3207"
305,"3138"
306,"3212"
307,"3242"
308,"3402"
309,"3540"
310,"3684"
311,"3902"
312,"4589"
313,"6001"
314,"8715"
315,"14431"
316,"24631"
317,"41600"
318,"66632"
319,"98153"
320,"132867"
321,"164334"
322,"185293"
323,"190237"
324,"176223"
325,"148645"
326,"114551"
327,"81158"
328,"52508"
329,"31292"
330,"17865"
331,"10091"
332,"6222"
333,"4280"
334,"3570"
335,"3232"
336,"3093"
337,"3073"
338,"3065"
339,"3139"
340,"3167"
341,"3200"
342,"3260"
343,"3357"
344,"3447"
345,"3777"
346,"4071"
347,"4703"
348,"5840"
349,"7573"
350,"10430"
351,"13972"
352,"18522"
353,"23470"
354,"28310"
355,"31145"
356,"32077"
357,"29924"
358,"26502"
359,"21399"
360,"16102"
361,"11617"
362,"8023"
363,"5684"
364,"4255"
365,"3477"
366,"3004"
367,"2922"
368,"2796"
369,"2817"
370,"2979"
371,"3136"
372,"3346"
373,"3516"
374,"3795"
375,"4014"
376,"4166"
377,"4252"
378,"4038"
379,"3953"
380,"3498"
381,"3331"
382,"2859"
383,"2654"
384,"2684"
385,"2526"
386,"2349"
387,"2379"
388,"2367"
389,"2407"
