Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS15W25-IVSD-MAJ"
Duration Time,180.154
Ambient Temperature,"105.5"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"3989405"
Raw Accumulated Counts,"4231149"
Valid Count Last Packet,"21305"
Raw Count Last Packet,"22530"
Live Time,169.875992
HV DAC,105
HV ADC,15.000000
Filament DAC,231
Filament ADC,25.000000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,19.8351
Number of Channels,2048
Vacuum,0
Channel#,Intensity
0,"5844"
1,"4555"
2,"2682"
3,"1189"
4,"429"
5,"87"
6,"26"
7,"3"
8,"4"
9,"2"
10,"2"
11,"2"
12,"1"
13,"0"
14,"2"
15,"1"
16,"2"
17,"0"
18,"1"
19,"1"
20,"0"
21,"0"
22,"0"
23,"0"
24,"0"
25,"0"
26,"1"
27,"0"
28,"0"
29,"0"
30,"0"
31,"13"
32,"70"
33,"176"
34,"279"
35,"305"
36,"338"
37,"342"
38,"380"
39,"330"
40,"349"
41,"362"
42,"429"
43,"366"
44,"443"
45,"425"
46,"497"
47,"526"
48,"546"
49,"517"
50,"506"
51,"437"
52,"470"
53,"458"
54,"464"
55,"498"
56,"508"
57,"465"
58,"511"
59,"485"
60,"507"
61,"586"
62,"580"
63,"629"
64,"597"
65,"567"
66,"569"
67,"556"
68,"598"
69,"773"
70,"1140"
71,"1988"
72,"3380"
73,"4998"
74,"6485"
75,"6942"
76,"6310"
77,"4918"
78,"3239"
79,"2214"
80,"1789"
81,"1972"
82,"3359"
83,"7049"
84,"13963"
85,"24848"
86,"36642"
87,"45374"
88,"45926"
89,"39041"
90,"27894"
91,"16854"
92,"9279"
93,"5050"
94,"2806"
95,"1628"
96,"1127"
97,"788"
98,"743"
99,"762"
100,"766"
101,"763"
102,"854"
103,"750"
104,"690"
105,"612"
106,"618"
107,"568"
108,"672"
109,"633"
110,"702"
111,"799"
112,"1026"
113,"1259"
114,"1672"
115,"2051"
116,"2168"
117,"2192"
118,"2006"
119,"1726"
120,"1456"
121,"1302"
122,"1127"
123,"1141"
124,"1143"
125,"1157"
126,"1240"
127,"1304"
128,"1559"
129,"1900"
130,"2537"
131,"3814"
132,"5643"
133,"8139"
134,"10645"
135,"12478"
136,"13323"
137,"12374"
138,"10517"
139,"8956"
140,"8078"
141,"7838"
142,"8239"
143,"8136"
144,"7811"
145,"6761"
146,"5888"
147,"5014"
148,"4433"
149,"3733"
150,"3247"
151,"2771"
152,"2408"
153,"1901"
154,"1530"
155,"1285"
156,"1178"
157,"1160"
158,"1257"
159,"1350"
160,"1789"
161,"2801"
162,"4889"
163,"8308"
164,"13161"
165,"18613"
166,"23219"
167,"25346"
168,"23924"
169,"19591"
170,"14220"
171,"8883"
172,"5191"
173,"2796"
174,"1772"
175,"1358"
176,"1498"
177,"1974"
178,"2705"
179,"3507"
180,"4374"
181,"5044"
182,"5249"
183,"5821"
184,"5908"
185,"6075"
186,"5963"
187,"5392"
188,"4503"
189,"3449"
190,"2382"
191,"1714"
192,"1322"
193,"1099"
194,"992"
195,"948"
196,"1004"
197,"1128"
198,"1169"
199,"1408"
200,"1439"
201,"1562"
202,"1750"
203,"1787"
204,"1671"
205,"1632"
206,"1408"
207,"1335"
208,"1342"
209,"1196"
210,"1221"
211,"1249"
212,"1242"
213,"1255"
214,"1242"
215,"1267"
216,"1418"
217,"1400"
218,"1523"
219,"1613"
220,"1983"
221,"2597"
222,"3688"
223,"5339"
224,"7911"
225,"10099"
226,"12127"
227,"13271"
228,"12959"
229,"11938"
230,"9564"
231,"7138"
232,"5365"
233,"4121"
234,"3351"
235,"2871"
236,"2587"
237,"2360"
238,"2181"
239,"2122"
240,"2144"
241,"2251"
242,"2352"
243,"2531"
244,"2908"
245,"3266"
246,"3676"
247,"4012"
248,"4416"
249,"4539"
250,"4384"
251,"3992"
252,"3549"
253,"3170"
254,"2705"
255,"2536"
256,"2332"
257,"2190"
258,"2216"
259,"2324"
260,"2417"
261,"2437"
262,"2459"
263,"2519"
264,"2561"
265,"2622"
266,"2642"
267,"2640"
268,"2815"
269,"2812"
270,"3009"
271,"3170"
272,"3139"
273,"3332"
274,"3347"
275,"3139"
276,"3023"
277,"2954"
278,"2909"
279,"2853"
280,"2706"
281,"2819"
282,"2736"
283,"2831"
284,"2732"
285,"2797"
286,"2849"
287,"2708"
288,"2915"
289,"2864"
290,"2967"
291,"3036"
292,"3430"
293,"3817"
294,"4228"
295,"4786"
296,"5005"
297,"5230"
298,"5290"
299,"5009"
300,"4708"
301,"4188"
302,"3968"
303,"3631"
304,"3496"
305,"3473"
306,"3434"
307,"3411"
308,"3551"
309,"3735"
310,"3902"
311,"4307"
312,"4877"
313,"6388"
314,"9414"
315,"15732"
316,"27218"
317,"45882"
318,"73493"
319,"109406"
320,"148055"
321,"182969"
322,"207794"
323,"212935"
324,"197801"
325,"167002"
326,"128617"
327,"90890"
328,"59234"
329,"35133"
330,"19831"
331,"11286"
332,"6761"
333,"4590"
334,"3754"
335,"3303"
336,"3132"
337,"3219"
338,"3291"
339,"3133"
340,"3291"
341,"3378"
342,"3468"
343,"3526"
344,"3773"
345,"3999"
346,"4355"
347,"5058"
348,"6252"
349,"8047"
350,"11170"
351,"15292"
352,"20518"
353,"25939"
354,"31182"
355,"34074"
356,"35507"
357,"33254"
358,"28978"
359,"23476"
360,"17609"
361,"12610"
362,"8682"
363,"6196"
364,"4453"
365,"3567"
366,"3189"
367,"2918"
368,"2956"
369,"2899"
370,"2991"
371,"2935"
372,"3221"
373,"3442"
374,"3577"
375,"3949"
376,"3857"
377,"3924"
378,"3875"
379,"3667"
380,"3483"
381,"3178"
382,"2903"
383,"2697"
384,"2667"
385,"2602"
386,"2559"
387,"2529"
388,"2487"
389,"2436"
390,"2373"
391,"2462"
392,"2479"
393,"2448"
394,"2312"
395,"2496"
396,"2481"
397,"2485"
398,"2486"
399,"2397"
400,"2519"
401,"2539"
402,"2607"
403,"2757"
404,"2788"
405,"2803"
406,"2855"
407,"2895"
408,"2825"
409,"2693"
410,"2674"
411,"2637"
412,"2505"
413,"2595"
414,"2579"
415,"2587"
416,"2503"
417,"2572"
418,"2470"
419,"2565"
420,"2540"
421,"2472"
422,"2537"
423,"2347"
424,"2322"
425,"2362"
426,"2356"
427,"2402"
428,"2464"
429,"2555"
430,"2613"
431,"2789"
432,"2845"
433,"3028"
434,"3141"
435,"3200"
436,"3089"
437,"3058"
438,"2996"
439,"2876"
440,"2757"
441,"2681"
442,"2429"
443,"2528"
444,"2517"
445,"2405"
446,"2449"
447,"2449"
448,"2289"
449,"2432"
450,"2482"
451,"2405"
452,"2406"
453,"2414"
454,"2365"
455,"2374"
456,"2354"
457,"2429"
458,"2513"
459,"2407"
460,"2325"
461,"2402"
462,"2370"
463,"2404"
464,"2471"
465,"2455"
466,"2503"
467,"2440"
468,"2386"
469,"2393"
470,"2423"
471,"2426"
472,"2378"
473,"2361"
474,"2337"
475,"2317"
476,"2337"
477,"2329"
478,"2350"
479,"2302"
480,"2388"
481,"2405"
482,"2513"
483,"2443"
484,"2309"
485,"2270"
486,"2367"
487,"2361"
488,"2359"
489,"2284"
490,"2249"
491,"2369"
492,"2321"
493,"2220"
494,"2205"
495,"2227"
496,"2334"
497,"2262"
498,"2338"
499,"2243"
500,"2194"
501,"2199"
502,"2158"
503,"2175"
504,"2218"
505,"2188"
506,"2107"
507,"2148"
508,"2132"
509,"2088"
510,"2053"
511,"2211"
512,"2152"
513,"2147"
514,"2118"
515,"2193"
516,"2125"
517,"2089"
518,"2094"
519,"2036"
520,"2049"
