Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS15RTC-W-205-IVSD-MAJ"
Duration Time,180.724
Ambient Temperature,"106.2"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"3117763"
Raw Accumulated Counts,"3263642"
Valid Count Last Packet,"16291"
Raw Count Last Packet,"17082"
Live Time,172.842987
HV DAC,105
HV ADC,15.000000
Filament DAC,231
Filament ADC,25.000000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,19.8346
Number of Channels,2048
Vacuum,0
Channel#,Intensity
0,"6073"
1,"4869"
2,"2786"
3,"1310"
4,"456"
5,"114"
6,"19"
7,"6"
8,"3"
9,"1"
10,"2"
11,"0"
12,"0"
13,"0"
14,"0"
15,"1"
16,"0"
17,"1"
18,"0"
19,"0"
20,"1"
21,"1"
22,"0"
23,"0"
24,"1"
25,"0"
26,"0"
27,"1"
28,"0"
29,"0"
30,"1"
31,"6"
32,"70"
33,"189"
34,"300"
35,"319"
36,"348"
37,"348"
38,"352"
39,"317"
40,"335"
41,"361"
42,"364"
43,"376"
44,"380"
45,"425"
46,"483"
47,"560"
48,"544"
49,"533"
50,"484"
51,"473"
52,"428"
53,"461"
54,"436"
55,"494"
56,"500"
57,"524"
58,"475"
59,"559"
60,"678"
61,"799"
62,"1017"
63,"963"
64,"964"
65,"863"
66,"752"
67,"613"
68,"559"
69,"526"
70,"630"
71,"788"
72,"903"
73,"1242"
74,"1471"
75,"1452"
76,"1458"
77,"1243"
78,"1019"
79,"1046"
80,"1196"
81,"1562"
82,"3035"
83,"6729"
84,"13590"
85,"24066"
86,"36068"
87,"43913"
88,"45031"
89,"38203"
90,"27111"
91,"16791"
92,"9189"
93,"5152"
94,"3114"
95,"2218"
96,"2042"
97,"1991"
98,"2040"
99,"1850"
100,"1633"
101,"1283"
102,"1022"
103,"849"
104,"796"
105,"698"
106,"680"
107,"717"
108,"736"
109,"807"
110,"912"
111,"1093"
112,"1605"
113,"2172"
114,"2882"
115,"3609"
116,"4072"
117,"3924"
118,"3418"
119,"2595"
120,"2087"
121,"1729"
122,"1523"
123,"1426"
124,"1454"
125,"1433"
126,"1464"
127,"1472"
128,"1695"
129,"2070"
130,"2860"
131,"4100"
132,"5781"
133,"8088"
134,"10616"
135,"12554"
136,"13238"
137,"12435"
138,"10676"
139,"8910"
140,"7790"
141,"7613"
142,"7931"
143,"8068"
144,"7805"
145,"6899"
146,"5778"
147,"4971"
148,"4320"
149,"3874"
150,"3508"
151,"3021"
152,"2475"
153,"2105"
154,"1772"
155,"1535"
156,"1359"
157,"1281"
158,"1259"
159,"1317"
160,"1457"
161,"1530"
162,"1832"
163,"2296"
164,"3070"
165,"3766"
166,"4551"
167,"5047"
168,"4829"
169,"4107"
170,"3326"
171,"2542"
172,"2165"
173,"1779"
174,"1776"
175,"1803"
176,"2017"
177,"2685"
178,"3879"
179,"6737"
180,"12449"
181,"24005"
182,"42072"
183,"67433"
184,"95374"
185,"118664"
186,"128465"
187,"123054"
188,"102523"
189,"74554"
190,"47437"
191,"26735"
192,"13627"
193,"6747"
194,"3857"
195,"3060"
196,"3574"
197,"4961"
198,"7649"
199,"11024"
200,"14971"
201,"18472"
202,"20767"
203,"20367"
204,"17799"
205,"13702"
206,"9737"
207,"6112"
208,"3798"
209,"2405"
210,"1562"
211,"1265"
212,"1180"
213,"1205"
214,"1159"
215,"1170"
216,"1294"
217,"1429"
218,"1711"
219,"2256"
220,"2974"
221,"4330"
222,"6039"
223,"7927"
224,"9885"
225,"11004"
226,"10575"
227,"9751"
228,"7996"
229,"6061"
230,"4385"
231,"3127"
232,"2298"
233,"1915"
234,"1733"
235,"1705"
236,"1764"
237,"2067"
238,"2364"
239,"3079"
240,"4134"
241,"5341"
242,"6589"
243,"7341"
244,"7536"
