Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS15RTC-W-160-IVSD-MAJ"
Duration Time,180.724
Ambient Temperature,"105.3"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"2568525"
Raw Accumulated Counts,"2667921"
Valid Count Last Packet,"13258"
Raw Count Last Packet,"13805"
Live Time,174.313019
HV DAC,105
HV ADC,15.000000
Filament DAC,231
Filament ADC,25.000000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,19.835
Number of Channels,2048
Vacuum,0
Channel#,Intensity
0,"6041"
1,"4768"
2,"2835"
3,"1353"
4,"458"
5,"82"
6,"20"
7,"3"
8,"0"
9,"3"
10,"0"
11,"1"
12,"0"
13,"1"
14,"1"
15,"0"
16,"0"
17,"1"
18,"0"
19,"0"
20,"1"
21,"0"
22,"0"
23,"0"
24,"0"
25,"0"
26,"0"
27,"0"
28,"0"
29,"1"
30,"0"
31,"5"
32,"64"
33,"176"
34,"259"
35,"295"
36,"294"
37,"309"
38,"276"
39,"276"
40,"292"
41,"335"
42,"264"
43,"325"
44,"359"
45,"348"
46,"425"
47,"465"
48,"487"
49,"442"
50,"405"
51,"379"
52,"407"
53,"410"
54,"431"
55,"454"
56,"445"
57,"431"
58,"421"
59,"390"
60,"402"
61,"485"
62,"555"
63,"532"
64,"575"
65,"469"
66,"479"
67,"440"
68,"428"
69,"526"
70,"608"
71,"759"
72,"1103"
73,"1351"
74,"1725"
75,"1858"
76,"1723"
77,"1527"
78,"1265"
79,"1187"
80,"1358"
81,"2000"
82,"4104"
83,"9535"
84,"19699"
85,"35033"
86,"51672"
87,"63834"
88,"65447"
89,"55034"
90,"39536"
91,"23904"
92,"13185"
93,"6970"
94,"3631"
95,"2072"
96,"1263"
97,"868"
98,"685"
99,"638"
100,"629"
101,"637"
102,"640"
103,"633"
104,"620"
105,"595"
106,"540"
107,"605"
108,"651"
109,"709"
110,"881"
111,"1335"
112,"2072"
113,"3339"
114,"5028"
115,"6428"
116,"7219"
117,"7005"
118,"5783"
119,"4250"
120,"2814"
121,"2113"
122,"1557"
123,"1411"
124,"1351"
125,"1383"
126,"1336"
127,"1310"
128,"1378"
129,"1754"
130,"2300"
131,"3459"
132,"5243"
133,"7348"
134,"9846"
135,"11675"
136,"12440"
137,"11456"
138,"9828"
139,"8198"
140,"7282"
141,"7105"
142,"7377"
143,"7454"
144,"7005"
145,"6330"
146,"5357"
147,"4578"
148,"4032"
149,"3407"
150,"3011"
151,"2548"
152,"2046"
153,"1631"
154,"1338"
155,"1065"
156,"847"
157,"816"
158,"830"
159,"864"
160,"950"
161,"1051"
162,"1407"
163,"2089"
164,"3053"
165,"4249"
166,"5287"
167,"5510"
168,"5246"
169,"4473"
170,"3228"
171,"2314"
172,"1431"
173,"997"
174,"727"
175,"727"
176,"736"
177,"917"
178,"1062"
179,"1367"
180,"1837"
181,"2533"
182,"3517"
183,"4907"
184,"6528"
185,"7554"
186,"8174"
187,"7863"
188,"6469"
189,"4808"
190,"3413"
191,"2176"
192,"1406"
193,"1086"
194,"949"
195,"943"
196,"955"
197,"1101"
198,"1278"
199,"1477"
200,"1616"
201,"1918"
202,"2002"
203,"2071"
204,"1995"
205,"1713"
206,"1477"
207,"1300"
208,"1208"
209,"1062"
210,"1065"
211,"1078"
212,"1043"
213,"1095"
214,"1078"
215,"1037"
216,"1142"
217,"1258"
218,"1263"
219,"1429"
220,"1724"
221,"2023"
222,"2570"
223,"3289"
224,"3914"
225,"4610"
226,"4907"
227,"4851"
228,"4517"
229,"3858"
230,"3114"
231,"2598"
232,"2157"
233,"1807"
234,"1696"
235,"1703"
236,"1666"
237,"1725"
238,"1738"
239,"1921"
240,"2170"
241,"2429"
242,"2725"
243,"2943"
244,"3134"
245,"3059"
246,"3101"
247,"3118"
248,"2912"
249,"2813"
250,"2721"
251,"2544"
252,"2298"
253,"2249"
254,"2145"
255,"2196"
256,"2147"
257,"2226"
258,"2389"
259,"2426"
260,"2482"
261,"2529"
262,"2471"
263,"2390"
264,"2338"
265,"2269"
266,"2240"
267,"2292"
268,"2296"
269,"2352"
270,"2414"
271,"2534"
272,"2476"
273,"2526"
274,"2596"
275,"2568"
276,"2556"
277,"2510"
278,"2601"
279,"2572"
280,"2583"
281,"2608"
282,"2636"
283,"2555"
284,"2544"
285,"2446"
286,"2452"
287,"2577"
288,"2465"
289,"2547"
290,"2620"
291,"2667"
292,"2760"
293,"2800"
294,"2869"
295,"3112"
296,"3244"
297,"3207"
298,"3230"
299,"3189"
300,"3159"
301,"3034"
302,"2998"
303,"2973"
304,"2946"
305,"2845"
306,"2883"
307,"2910"
308,"3084"
309,"2994"
310,"3095"
311,"3160"
312,"3437"
313,"3868"
314,"5038"
315,"6872"
316,"10784"
317,"16867"
318,"26016"
319,"37688"
320,"50375"
321,"62013"
322,"69696"
323,"71819"
324,"66460"
325,"56667"
326,"43958"
327,"32028"
328,"20912"
329,"13022"
330,"8192"
331,"5485"
332,"4037"
333,"3275"
334,"2892"
335,"2801"
336,"2846"
337,"2850"
338,"2815"
339,"2863"
340,"2945"
341,"2828"
342,"2947"
343,"3164"
344,"3167"
345,"3252"
346,"3354"
347,"3551"
348,"3987"
349,"4662"
350,"5658"
351,"6956"
352,"8693"
353,"10416"
354,"12169"
355,"13499"
356,"13214"
357,"13026"
358,"11485"
359,"9685"
360,"7834"
361,"6178"
362,"4818"
363,"3975"
364,"3540"
365,"3143"
366,"3099"
367,"3140"
368,"3057"
369,"3114"
370,"3284"
371,"3284"
372,"3410"
373,"3799"
374,"3947"
375,"4006"
376,"4226"
377,"4159"
378,"4229"
379,"4011"
380,"3631"
381,"3347"
382,"3127"
383,"3046"
384,"2806"
385,"2760"
386,"2670"
387,"2615"
388,"2585"
389,"2616"
390,"2490"
391,"2557"
392,"2576"
393,"2542"
394,"2544"
395,"2559"
396,"2574"
397,"2548"
398,"2584"
399,"2549"
400,"2611"
401,"2685"
402,"2674"
403,"2741"
404,"2822"
405,"2760"
406,"2819"
407,"2937"
408,"2861"
409,"2856"
410,"2750"
411,"2744"
412,"2653"
413,"2648"
414,"2760"
415,"2745"
416,"2702"
417,"2758"
418,"2802"
419,"2694"
420,"2693"
421,"2636"
422,"2630"
423,"2628"
424,"2609"
425,"2555"
426,"2619"
427,"2560"
428,"2589"
429,"2508"
430,"2662"
431,"2647"
432,"2739"
433,"2722"
434,"2730"
435,"2704"
436,"2684"
437,"2833"
438,"2769"
439,"2690"
440,"2751"
441,"2640"
442,"2670"
443,"2667"
444,"2672"
445,"2639"
446,"2591"
447,"2635"
448,"2764"
449,"2675"
450,"2683"
451,"2636"
452,"2694"
453,"2642"
454,"2725"
455,"2625"
456,"2667"
457,"2632"
458,"2696"
459,"2670"
460,"2699"
461,"2620"
462,"2731"
463,"2626"
464,"2599"
465,"2669"
466,"2653"
467,"2725"
468,"2559"
469,"2679"
470,"2547"
471,"2654"
472,"2728"
473,"2712"
474,"2681"
475,"2702"
476,"2807"
477,"2595"
478,"2634"
479,"2682"
480,"2617"
481,"2718"
482,"2721"
483,"2668"
484,"2610"
485,"2614"
486,"2625"
487,"2581"
488,"2534"
489,"2617"
490,"2589"
491,"2600"
492,"2535"
493,"2550"
494,"2578"
495,"2564"
496,"2607"
497,"2520"
498,"2676"
499,"2583"
500,"2584"
501,"2564"
502,"2523"
503,"2579"
504,"2501"
505,"2498"
506,"2476"
507,"2520"
508,"2501"
509,"2530"
510,"2495"
511,"2482"
512,"2380"
513,"2477"
514,"2616"
515,"2468"
516,"2524"
517,"2463"
518,"2541"
519,"2427"
520,"2430"
521,"2526"
522,"2500"
523,"2429"
524,"2359"
525,"2449"
526,"2447"
527,"2381"
528,"2465"
529,"2403"
530,"2405"
531,"2305"
532,"2272"
533,"2300"
534,"2217"
535,"2355"
536,"2343"
537,"2286"
538,"2262"
539,"2276"
540,"2234"
541,"2209"
542,"2212"
543,"2232"
544,"2087"
545,"2196"
546,"2181"
547,"2156"
548,"2193"
549,"2104"
550,"2096"
551,"2183"
552,"2077"
553,"2072"
554,"2085"
555,"2027"
556,"2051"
557,"2047"
558,"1992"
559,"2051"
560,"2055"
561,"1991"
562,"2049"
563,"2021"
564,"1921"
565,"1928"
566,"1958"
567,"1900"
568,"1922"
569,"1928"
570,"1983"
571,"1929"
572,"1881"
573,"1890"
574,"1915"
575,"1778"
576,"1882"
577,"1853"
578,"1788"
579,"1889"
580,"1799"
581,"1764"
582,"1872"
583,"1759"
584,"1770"
585,"1762"
586,"1747"
587,"1756"
588,"1801"
589,"1721"
590,"1816"
591,"1677"
592,"1652"
593,"1654"
594,"1635"
595,"1656"
596,"1709"
597,"1673"
598,"1567"
599,"1600"
600,"1583"
601,"1579"
602,"1622"
603,"1559"
604,"1517"
605,"1559"
606,"1540"
607,"1667"
608,"1562"
609,"1529"
610,"1619"
611,"1506"
612,"1492"
613,"1472"
614,"1495"
615,"1500"
616,"1379"
617,"1453"
618,"1407"
619,"1441"
620,"1433"
621,"1412"
622,"1404"
623,"1442"
624,"1360"
625,"1347"
626,"1318"
627,"1381"
628,"1405"
629,"1360"
630,"1304"
631,"1329"
632,"1355"
633,"1271"
634,"1279"
635,"1273"
636,"1252"
637,"1264"
638,"1242"
639,"1213"
640,"1255"
641,"1164"
642,"1231"
643,"1164"
644,"1180"
645,"1184"
646,"1214"
647,"1115"
648,"1141"
649,"1126"
650,"1146"
651,"1056"
652,"1030"
653,"1047"
654,"1041"
655,"1025"
656,"1055"
657,"1034"
658,"1031"
659,"960"
660,"978"
661,"945"
662,"975"
663,"994"
664,"951"
665,"874"
666,"953"
667,"913"
668,"886"
669,"875"
670,"839"
671,"828"
672,"873"
673,"807"
674,"834"
675,"813"
676,"812"
677,"767"
678,"765"
679,"759"
680,"810"
681,"739"
682,"713"
683,"730"
684,"699"
685,"713"
686,"698"
687,"657"
688,"699"
689,"599"
690,"602"
691,"639"
692,"583"
693,"579"
694,"555"
695,"582"
696,"548"
697,"546"
698,"513"
699,"440"
700,"442"
701,"459"
702,"487"
703,"457"
704,"420"
705,"430"
706,"384"
707,"431"
708,"378"
709,"356"
710,"350"
711,"366"
712,"330"
713,"346"
714,"319"
715,"312"
716,"262"
717,"276"
718,"274"
719,"239"
720,"236"
721,"270"
722,"204"
723,"211"
724,"209"
725,"174"
726,"177"
727,"176"
728,"135"
729,"149"
730,"165"
731,"129"
732,"136"
733,"142"
734,"110"
735,"126"
736,"116"
737,"87"
738,"125"
739,"86"
740,"76"
741,"74"
742,"83"
743,"60"
744,"53"
745,"71"
746,"39"
747,"47"
748,"42"
749,"36"
750,"28"
751,"43"
752,"23"
753,"13"
754,"12"
755,"20"
756,"15"
757,"10"
758,"8"
759,"5"
760,"7"
761,"2"
762,"2"
763,"11"
764,"7"
765,"4"
766,"8"
767,"7"
768,"5"
769,"8"
770,"5"
771,"7"
772,"6"
773,"2"
774,"4"
775,"3"
776,"6"
777,"5"
778,"3"
779,"6"
780,"3"
