Bruker AXS Handheld Inc. S1PXRF Spectrum 
Label,"MS15W17-IVSD-MAJ"
Duration Time,180.903
Ambient Temperature,"106.4"
Detector Temperature,"-15.0"
Valid Accumulated Counts,"4632926"
Raw Accumulated Counts,"4964137"
Valid Count Last Packet,"23898"
Raw Count Last Packet,"25608"
Live Time,168.759003
HV DAC,105
HV ADC,15.000000
Filament DAC,231
Filament ADC,25.000000
Pulse Length,200
Pulse Period,254
Filter,2
eV per channel,19.8355
Number of Channels,2048
Vacuum,0
Channel#,Intensity
0,"5880"
1,"4606"
2,"2739"
3,"1296"
4,"468"
5,"86"
6,"25"
7,"3"
8,"4"
9,"0"
10,"1"
11,"2"
12,"0"
13,"2"
14,"0"
15,"0"
16,"0"
17,"0"
18,"2"
19,"0"
20,"0"
21,"0"
22,"1"
23,"0"
24,"0"
25,"0"
26,"0"
27,"0"
28,"0"
29,"1"
30,"3"
31,"10"
32,"74"
33,"200"
34,"323"
35,"359"
36,"359"
37,"376"
38,"372"
39,"361"
40,"392"
41,"388"
42,"378"
43,"394"
44,"470"
45,"478"
46,"552"
47,"557"
48,"604"
49,"588"
50,"513"
51,"467"
52,"478"
53,"484"
54,"514"
55,"500"
56,"493"
57,"441"
58,"444"
59,"491"
60,"525"
61,"570"
62,"609"
63,"596"
64,"568"
65,"587"
66,"538"
67,"565"
68,"639"
69,"782"
70,"1469"
71,"2592"
72,"4461"
73,"6602"
74,"8600"
75,"9078"
76,"8179"
77,"6128"
78,"3998"
79,"2498"
80,"1736"
81,"1721"
82,"2662"
83,"5332"
84,"10699"
85,"18960"
86,"27690"
87,"34040"
88,"34284"
89,"28987"
90,"20664"
91,"12891"
92,"7231"
93,"3934"
94,"2304"
95,"1463"
96,"1086"
97,"799"
98,"798"
99,"825"
100,"861"
101,"886"
102,"841"
103,"854"
104,"721"
105,"693"
106,"617"
107,"612"
108,"628"
109,"634"
110,"695"
111,"686"
112,"914"
113,"1087"
114,"1329"
115,"1614"
116,"1826"
117,"1822"
118,"1675"
119,"1477"
120,"1295"
121,"1171"
122,"1107"
123,"1034"
124,"1052"
125,"1135"
126,"1193"
127,"1365"
128,"1532"
129,"1875"
130,"2689"
131,"3830"
132,"5712"
133,"8179"
134,"10638"
135,"12907"
136,"13368"
137,"12578"
138,"10749"
139,"9131"
140,"8133"
141,"8101"
142,"8432"
143,"8489"
144,"7896"
145,"7242"
146,"6062"
147,"5204"
148,"4396"
149,"3977"
150,"3398"
151,"2839"
152,"2338"
153,"1996"
154,"1560"
155,"1310"
156,"1172"
157,"1132"
158,"1219"
159,"1299"
160,"1633"
161,"2313"
162,"3835"
163,"6242"
164,"9731"
165,"13827"
166,"17289"
167,"18613"
168,"17618"
169,"14617"
170,"10426"
171,"6760"
172,"3953"
173,"2285"
174,"1510"
175,"1329"
176,"1335"
177,"1746"
178,"2336"
179,"3108"
180,"3918"
181,"4709"
182,"5822"
183,"7034"
184,"8163"
185,"9138"
186,"9341"
187,"8821"
188,"7436"
189,"5461"
190,"3759"
191,"2518"
192,"1631"
193,"1212"
194,"1110"
195,"1130"
196,"1112"
197,"1204"
198,"1447"
199,"1655"
200,"1998"
201,"2143"
202,"2313"
203,"2392"
204,"2209"
205,"1968"
206,"1714"
207,"1594"
208,"1442"
209,"1363"
210,"1385"
211,"1345"
212,"1390"
213,"1382"
214,"1451"
215,"1395"
216,"1535"
217,"1505"
218,"1623"
219,"1920"
220,"2233"
221,"3014"
222,"4447"
223,"6624"
224,"9418"
225,"12715"
226,"15490"
227,"16862"
228,"16879"
229,"14829"
230,"11942"
231,"8870"
232,"6632"
233,"4885"
234,"3741"
235,"3285"
236,"2970"
237,"2782"
238,"2535"
239,"2370"
240,"2299"
241,"2389"
242,"2578"
243,"2815"
244,"3190"
245,"3790"
246,"4285"
247,"4831"
248,"5229"
249,"5090"
250,"5115"
251,"4627"
252,"4037"
253,"3561"
254,"2933"
255,"2781"
256,"2526"
257,"2479"
258,"2508"
259,"2447"
260,"2444"
261,"2520"
262,"2512"
263,"2505"
264,"2729"
265,"2652"
266,"2775"
267,"2844"
268,"2938"
269,"3168"
270,"3256"
271,"3460"
272,"3656"
273,"3700"
274,"3574"
275,"3503"
276,"3403"
277,"3186"
278,"3105"
279,"2988"
280,"2911"
281,"2906"
282,"2907"
283,"2916"
284,"2861"
285,"2889"
286,"2949"
287,"2999"
288,"3119"
289,"3163"
290,"3395"
291,"3957"
292,"4634"
293,"5379"
294,"6748"
295,"8041"
296,"9009"
297,"9282"
298,"9329"
299,"8827"
300,"7639"
301,"6393"
302,"5505"
303,"4806"
304,"4187"
305,"3915"
306,"3905"
307,"3819"
308,"3960"
309,"4066"
310,"4310"
311,"4708"
312,"5646"
313,"7602"
314,"11818"
315,"20224"
316,"35461"
317,"60894"
318,"97094"
319,"144303"
320,"196153"
321,"244550"
322,"274285"
323,"281590"
324,"262005"
325,"221218"
326,"170456"
327,"119707"
328,"77353"
329,"45851"
330,"26247"
331,"14270"
332,"8312"
333,"5386"
334,"4167"
335,"3539"
336,"3425"
337,"3379"
338,"3314"
339,"3381"
340,"3496"
341,"3517"
342,"3636"
343,"3707"
344,"4179"
345,"4227"
346,"4845"
347,"5825"
348,"7329"
349,"9691"
350,"13664"
351,"19533"
352,"26201"
353,"33481"
354,"40133"
355,"43946"
356,"45193"
357,"42922"
358,"37178"
359,"29814"
360,"22410"
361,"15783"
362,"10654"
363,"7112"
364,"4888"
365,"3801"
366,"3204"
367,"3036"
368,"2745"
369,"2840"
370,"2917"
371,"2959"
372,"3142"
373,"3199"
374,"3456"
375,"3540"
376,"3716"
377,"3690"
378,"3604"
379,"3472"
380,"3177"
381,"2962"
382,"2783"
383,"2564"
384,"2618"
385,"2638"
386,"2475"
387,"2512"
388,"2479"
389,"2338"
390,"2390"
391,"2426"
392,"2503"
393,"2401"
394,"2478"
395,"2467"
396,"2415"
397,"2415"
398,"2512"
399,"2447"
400,"2496"
401,"2494"
402,"2620"
403,"2549"
404,"2666"
405,"2584"
406,"2661"
407,"2597"
408,"2584"
409,"2546"
410,"2507"
411,"2565"
412,"2561"
413,"2544"
414,"2602"
415,"2527"
416,"2509"
417,"2542"
418,"2469"
419,"2628"
420,"2401"
421,"2448"
422,"2405"
423,"2392"
424,"2326"
425,"2276"
426,"2239"
427,"2441"
428,"2411"
429,"2463"
430,"2589"
431,"2664"
432,"2686"
433,"2809"
434,"3049"
435,"2984"
436,"2968"
437,"2925"
438,"2835"
439,"2687"
440,"2576"
441,"2583"
442,"2381"
443,"2382"
444,"2294"
445,"2363"
446,"2205"
447,"2323"
448,"2344"
449,"2377"
450,"2226"
451,"2274"
452,"2381"
453,"2288"
454,"2313"
455,"2348"
456,"2293"
457,"2212"
458,"2310"
459,"2262"
460,"2293"
461,"2308"
462,"2268"
463,"2379"
464,"2408"
465,"2363"
466,"2380"
467,"2393"
468,"2369"
469,"2364"
470,"2314"
471,"2234"
472,"2248"
473,"2252"
474,"2283"
475,"2292"
476,"2204"
477,"2237"
478,"2314"
479,"2305"
480,"2233"
481,"2257"
482,"2265"
483,"2294"
484,"2316"
485,"2310"
486,"2264"
487,"2221"
488,"2301"
489,"2221"
490,"2155"
491,"2155"
492,"2113"
493,"2229"
494,"2260"
495,"2212"
496,"2153"
497,"2189"
498,"2183"
499,"2088"
500,"2190"
501,"2226"
502,"2129"
503,"2147"
504,"2091"
505,"2143"
506,"2051"
507,"2008"
508,"2084"
509,"2127"
510,"2001"
511,"2069"
512,"2077"
513,"1982"
514,"2089"
515,"2062"
516,"2108"
517,"2064"
518,"1988"
519,"1918"
520,"2040"
521,"2013"
522,"1980"
523,"2021"
524,"1993"
525,"1977"
526,"1904"
527,"1925"
528,"1970"
529,"1938"
530,"1962"
531,"1930"
532,"1856"
533,"1946"
534,"1919"
535,"1922"
536,"1959"
537,"1838"
538,"1863"
539,"1899"
540,"1804"
541,"1798"
542,"1795"
543,"1863"
544,"1781"
545,"1843"
546,"1762"
547,"1840"
548,"1787"
549,"1832"
550,"1762"
551,"1824"
552,"1741"
553,"1806"
554,"1796"
555,"1731"
556,"1694"
557,"1709"
558,"1758"
559,"1698"
560,"1746"
561,"1630"
562,"1652"
563,"1690"
564,"1653"
565,"1718"
566,"1626"
567,"1662"
568,"1660"
569,"1566"
570,"1696"
571,"1586"
572,"1599"
573,"1622"
574,"1596"
575,"1537"
576,"1569"
577,"1486"
578,"1552"
579,"1561"
580,"1572"
581,"1474"
582,"1521"
583,"1528"
584,"1598"
585,"1580"
586,"1480"
587,"1510"
588,"1508"
589,"1541"
590,"1471"
591,"1503"
592,"1425"
593,"1451"
594,"1460"
595,"1453"
596,"1446"
597,"1465"
598,"1425"
599,"1375"
600,"1394"
601,"1433"
602,"1417"
603,"1423"
604,"1343"
605,"1272"
606,"1323"
607,"1395"
608,"1379"
609,"1290"
610,"1293"
611,"1214"
612,"1296"
613,"1225"
614,"1233"
615,"1297"
616,"1226"
617,"1270"
618,"1178"
619,"1190"
620,"1187"
621,"1181"
622,"1180"
623,"1234"
624,"1196"
625,"1198"
626,"1162"
627,"1171"
628,"1116"
629,"1161"
630,"1072"
631,"1092"
632,"1109"
633,"1071"
634,"1085"
635,"1089"
636,"1060"
637,"1077"
638,"1144"
639,"1110"
640,"1092"
641,"1128"
642,"1148"
643,"1114"
644,"1200"
645,"1179"
646,"1177"
647,"1176"
648,"1178"
649,"1146"
650,"1108"
651,"1033"
652,"1094"
653,"972"
654,"904"
655,"901"
656,"866"
657,"848"
658,"869"
659,"876"
660,"800"
661,"808"
662,"800"
663,"774"
664,"741"
665,"761"
666,"788"
667,"755"
668,"734"
669,"727"
670,"733"
671,"753"
672,"723"
673,"710"
674,"668"
675,"725"
